PRDCT_NM,IFTKN_ATNT_MATR_CN,PRIMARY_FNCLTY,DAY_INTK_LOWLIMIT,DAY_INTK_HIGHLIMIT,INTK_UNIT,INTK_MEMO,SKLL_IX_IRDNT_RAWMTRL,CRET_DTM,LAST_UPDT_DTM
Nopal 추출물(제2009-39호),"-어린이, 임산부 및 수유여성은 섭취에 주의",식후 혈당조절에 도움을 줄 수 있습니다(기타기능II),4.3,4.3,g,,수용성식이섬유,20191226,20201029
Green Mate Extract EFLA® 920(제2008-52호),"-어린이, 임산부 및 수유부는 섭취를 피할 것
-질환이 있거나 의약품 복용시 전문가와 상담할 것
-카페인을 함유한 식품의 섭취에 주의할 것
-이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있습니다(생리활성기능 2등급)
(영문) May help to reduce body fat",3,3,g,,Chlorogenic acid (36 ∼ 60mg/g),20191226,20201029
콜레우스 포스콜리 추출물 Forslean(제2009-47호),"-항응고제 또는 혈압조절제를 복용하시거나 혈압이 낮으신 분은 섭취에 주의
-임산부, 수유여성, 어린이는 섭취에 주의",체지방 감소에 도움을 줄 수 있습니다(기타기능II),500,500,mg,,포스콜린(forskolin),20191226,20201029
리프리놀-초록입홍합추출오일(제2009-49호),"1) 임신부 및 수유부는 섭취를 피할 것
2) 간질환이 있거나 혈전용해제 등 복용 시 전문가와 상담할 것
3) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 관절 건강에 도움을 줄 수 있음
(영문) May help to maintain healthy joint",200,200,mg,,"docosahexanoic acid(DHA), eicosapentaenoic(EPA), docosapentaenoic(DPA), α-linolenic acid",20191226,20210630
HK 나토배양물(제2009-50호),"-알레르기 체질이신 분은 원재료를 확인하신 후 섭취하십시오
-임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다
-과다 섭취 시 혈액응고가 저해되어 출혈 위험이 증가될 수 있습니다
-항혈전 관련 약품(항응고제, 항혈소판제제)을 섭취하는 사람은 의사와 상담 후 섭취하여야 합니다
-수술 전과 후에는 섭취를 피해야 합니다","혈액의 흐름을 방해할 수 있는 혈소판응집을 억제하여, 혈액흐름을 원활히 하는데 도움을 줄 수 있음.(기타 II)",133,133,mg,,피브린용해효소활성(U/g),20191226,20201029
"비즈왁스알코올(Bees Wax Alcohol, BWA)(제2010-1호)","어린이, 임산부 및 수유부는 섭취 시 주의","(국문) 
① 항산화에 도움을 줄 수 있음(생리활성기능 2등급)
② 위점막을 보호하여 위건강에 도움을 줄 수 있음(생리활성기능 2등급)
③ 관절 건강에 도움을 줄 수 있음(생리활성기능 2등급)
(영문)
① May help protect body from oxidative stress
②  May help stomach health through improving gastric mucosa
③ May help to maintain healthy joint",50,100,mg,,"1-tetracosanol(C24), 1-hexacosanol(C26), 1-octacosanol(C28), 1-triacotanol(C30), 1-dotriacotanol(C32), 1-tetratriacontanol(C34)",20191226,20201029
백수오 등 복합추출물(제2010-20호),"-임산부 및 수유부는 섭취를 피할 것
-항응고제, 항혈전제 등 복용 시 전문가와 상담할 것
-알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
-이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 갱년기 여성 건강에 도움을 줄 수 있음
(영문) May help to menopausal womens health",514,514,mg/일,,"Cinnamic acid, Shanzhiside methylester, Nodakenin",20191226,20201029
발효생성아미노산 복합물(제2010-21호),"-신장, 심혈관계 질환이 있거나 간기능이 저하된 분은 의사와 상담 후 섭취하십시오
-임산부, 수유부는 의사와 상담 후 섭취하십시오",지구성 운동 시 피로개선에 도움을 줄 수 있음(기타기능Ⅱ),4.7,5,g,,"L-로이신(Leucine), L-이소로이신 (Isoleucine), L-발린(Valine)",20191226,20201029
석류추출물(제2010-23호),① 임산부와 수유부는 섭취를 피하는 것이 좋습니다.② 항혈전제를 복용하시는 분은 의사와 상의하시기 바랍니다.③ 에스트로겐 호르몬에 민감한 사람은 섭취에 주의하시기 바랍니다.,갱년기 여성의 건강에 도움을 줄 수 있음(기타Ⅱ),6,6,g,,석류추출물(기능성원료인정제2010-23호),20191226,20191226
콩․보리 발효복합물(제2015-10호),"-영-유아, 어린이, 임산부 및 수유부는 섭취에 주의
-알레르기 체질이거나 특정질환이 있는 분은 섭취 전 의사와 상담
-에스트로겐 호르몬에 민감한 사람은 섭취에 주의",피부 보습에 도움을 줄 수 있음 (생리활성기능 2등급),3,3,g,,"총 이소플라본(Daidzein 및 Genistein의 합), 베타글루칸",20191226,20201029
폴리코사놀-사탕수수왁스알코올(제2006-4호),"(1) 임산부, 수유부, 청소년 및 어린이는 섭취를 피할 것 (2) 심혈관약 등 복용, 혈액응고장애가 있거나 수술예정인 사람은 전문가와 상담할 것 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 혈중 콜레스테롤 수치 개선에 도움을 줄 수 있음, 혈압조절에 도움을 줄 수 있음 (영문) May help to improve blood cholesterol level, May help to regulate blood pressure",5,20,mg/일,,지방족 알코올,20191226,20220120
식물스타놀에스테르(제2006-11호),①식물 스타놀 에스테르는 지용성 비타민의 흡수를 저해할 수 있습니다.,높은 혈중 콜레스테롤 수치개선에 도움,3399.9,3400.1,mg,,식물스타놀에스테르(기능성원료인정제2006-11호),20191226,20191226
씨제이 히비스커스 등 복합추출물(제2004-7호),"-어린이, 임산부 및 수유부는 섭취를 피할 것
-이상사례 발생시 섭취를 중단하고 전문가와 상담할 것",(국문) 체지방 감소에 도움을 줄 수 있음 (영문) May help to reduce body fat,2079,2079,mg,,"키토산/키토올리고당, (+)-allo-hydroxy citric acid lactone, L-carnitine",20191226,20201029
초록입홍합추출오일복합물(제2004-8호),(1) 임산부 및 수유부는 섭취를 피할 것 (2) 간 질환이 있거나 혈전용해제 등 복용 시 전문가와 상담할 것 (3) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음 (4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것,(국문) 관절건강에 도움을 줄 수 있음 (영문) May help to maintain healthy joint,620,620,mg,,"에이코사펜타엔산, 도코사헥사엔산, 도코사펜 타엔산, 알파리놀렌산",20191226,20220120
L-카르니틴 타르트레이트(제2012-19호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
         운동으로 인한 피로 개선에 도움을 줄 수 있음 
(영문) May help to reduce body fat
         May help to reduce fatigue during endurance exercise",2,2,g,,L-카르니틴,20191226,20220829
Collactive 콜라겐펩타이드(제2012-24호),임산부와 수유부는 섭취에 주의하시기 바랍니다.,"(국문) 피부 보습에 도움을 줄 수 있음
(영문) May help to moisturize skin",2,2,g,,Gly-Pro-Hyp,20191226,20210908
청국장균배양정제물(폴리감마글루탐산칼륨)(제2012-25호),"어린이, 임신 또는 수유중인 여성은 섭취에 주의",면역기능 증진에 도움을 줄 수 있음(생리활성기능 2등급),1000,1000,mg,,폴리감마글루탐산칼륨,20191226,20201029
씨폴리놀 감태주정추출물(제2012-28호),"-요오드 함량이 높은 식품(해조류, 어패류 등) 섭취 시 주의
-갑상선질환 등을 보유하고 있는 사람은 섭취 시 주의
-임산부, 수유부 및 12세 이하 어린이는 섭취 시 주의","1) 혈중 콜레스테롤 개선에 도움을 줄 수 있음 (생리활성기능 2등급)
2) 식후혈당 상승 억제에 도움을 줄 수 있음",72,360,mg,,Dieckol,20191226,20201029
솔잎 증류 농축액(제2012-30호),"(1) 기관지 천식, 해소 기침이나 기도에 심한 염증이 있는 사람은 섭취에 주의",(국문) 건강한 혈당의 유지에 도움을 줄 수 있음(생리활성기능2등급),1350,1350,mg,,"3-carene, limonene, terpinolene",20191226,20220120
아쉬아간다 추출물(제2012-33호),"임산부, 수유부, 어린이는 섭취에 주의",스트레스로 인한 긴장 완화에 도움을 줄 수 있음 (생리활성기능 2등급),125,180,mg,,Withaferin A,20191226,20201029
콜레우스 포스콜리 추출물(제2012-5호),"임산부, 수유여성, 어린이는 섭취에 주의",체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급),500,500,mg,,포스콜린,20191226,20201029
PMO 참밀알부민(New제2007-23호),소맥알레르기 체질인 사람은 섭취에 주의하여야 합니다,PMO 참밀알부민은 급격한 식후 혈당상승을 억제하는데 도움을 줄 수 있습니다 (기타기능II),1.2,1.5,g,,0.19-알부민,20191226,20201029
쏘팔메토 열매 추출물 등 복합물(제2008-79호),"-메스꺼움이나 설사 등 소화계통의 불편함을 유발 할 수 있음
-어린이, 임산부, 수유기 여성은 섭취에 주의할 것","(국문) 전립선 건강의 유지에 도움을 줄 수 있습니다 
(영문) May help to maintain healthy prostate",705,705,mg,,"Lauric acid (mg/g), β-sitosterol (mg/g)",20191226,20201029
다래추출물(제2009-18호),임산부 및 수유기 여성은 섭취 전 의사와 상담하여야 함,"(국문) 면역 과민반응 개선에 도움을 줄 수 있음
(영문) May help to reduce hypersensitivity reactions",2,2,g,,Extract of Actinidia arguta,20191226,20201029
L-글루타민산 유래 GABA 함유 분말(제2009-1호),"① 임산부와 수유기 여성, 어린이는 섭취에 주의하시기 바람",혈압이 높은 사람에게 도움을 줄 수 있습니다. (기타기능Ⅱ),19.9,20.1,mg,,L-글루타민산 유래 GABA 함유 분말(기능성원료인정제2009-1호),20191226,20191226
중쇄지방산(MCFA) 함유 유지(제2009-20호),,이 제품은 중쇄지방산을 함유하고 있어 다른 식용유와 비교하였을 때 체지방 증가가 적을 수 있음(기타기능II),0,0,mg/g,,중쇄지방산함유유지(기능성원료인정제2009-20호),20191226,20191226
CJ식물성유지 디글리세라이드(DG)(제2009-21호),,이 제품은 디글리세라이드(Diacylglyceride)를 함유하고 있어 다른 식용유와 비교했을 때 식후 혈중 중성지방과 체지방 증가가 적을 수 있음(기타기능 II),0,99999,mg,,Diacylglyceride,20191226,20201029
카제인가수분해물(제2009-22호),,혈압이 높은 사람에게 도움을 줄 수 있습니다(기타기능 II),1.8,3.6,mg,,카제인가수분해물(기능성원료인정제2009-22호),20191226,20191226
호프추출물(제2009-25호),"-어린이, 임산부 및 수유여성은 섭취에 주의
-호프추출물에 알레르기 반응을 나타내는 분은 섭취에 주의
-항우울제 또는 호르몬제를 복용하시는 분은 섭취에 주의",관절 건강에 도움을 줄 수 있습니다(기타기능II),1,2,g,,alpha acids와 iso-alpha acids,20191226,20201029
Nopal추출물(제2010-10호),"어린이, 임산부 및 수유여성은 섭취에 주의",식후 혈당조절에 도움을 줄 수 있습니다 (기타기능II),4200,4400,mg,,Nopal추출물(기능성원료인정제2010-10호),20191226,20191226
헛개나무과병추출분말(제2008-55호),"(1) 임산부 및 수유부는 섭취를 피할 것
(2) 간 질환이 있는 경우 전문가와 상담할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 
-알콜성 손상으로부터 간을 보호하는데 도움을 줄 수 있음
-운동능력 향상에 도움을 줄 수 있음
-스트레스로 인한 피로개선에 도움을 줄 수 있음
(영문) 
-May help to liver health on alcoholic liver damage
-May help to improvement of exercise ability
-May help to improvement of fatigue due to stress",2460,2460,mg,,Quercetin,20191226,20210630
지아잔틴 추출물(제2008-65호),"-임산부는 섭취 전 의사와 상담이 필요합니다
-과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다","(국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈건강에 도움을 줄 수 있음
(영문) May help the eye health by maintaining the density of macular pigments which can be decreased by aging",10,20,mg,,지아잔틴(Zeaxanthin),20191226,20201029
루테인/지아잔틴 복합추출물(제2008-66호),"-임산부는 섭취 전 의사와 상담이 필요합니다
-과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다","(국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈건강에 도움을 줄 수 있음
(영문) May help the eye health by maintaining the density of macular pigments which can be decreased by aging",10,20,mg,,"루테인(Lutein) , 지아잔틴(Zeaxanthin)",20191226,20201029
표고버섯균사체 AHCC(제2008-78호),,면역기능 증진에 도움을 줄 수 있음(생리활성기능 2등급),1.8,3.6,g,,α - glucan,20191226,20201029
이소말토올리고당(제2005-10호),① 과량으로 섭취 시에는 설사를 유발할 수 있습니다.,"장내 유익균의 증식과 유해균의 억제에 도움을 줄 수 있습니다, 배변활동을 원활히 하는데 도움을 줄 수 있습니다.",8,12,g,,이소말토올리고당(기능성원료인정제2005-10호),20191226,20191226
이소말토올리고당(제2005-11호),① 과량으로 섭취 시에는 설사를 유발할 수 있습니다.,"장내 유익균의 증식과 유해균의 억제에 도움을 줄 수 있습니다, 배변활동을 원활히 하는데 도움을 줄 수 있습니다.",8,12,g,,이소말토올리고당(기능성원료인정제2005-11호),20191226,20191226
대두올리고당(제2005-20호),① 과량으로 섭취 시에는 설사를 유발할 수 있습니다.,"장내 유익균의 증식과 유해균의 억제에 도움을 줄 수 있습니다, 배변활동을 원활히 하는데 도움을 줄 수 있습니다.",2,3,g,,대두올리고당(기능성원료인정제2005-20호),20191226,20191226
